lat,lon,period
1.8625,100.0237,254
1.3375,99.99808,254
1.329167,99.99774,254
1.320833,99.99741,254
1.3125,99.99707,254
1.304167,99.99673,254
1.295833,99.99641,254
1.2875,99.99608,56
1.279167,99.99575,56
1.270833,99.99543,61
1.2625,99.99511,50
1.254167,99.99479,51
1.245833,99.99447,92
1.2375,99.99416,254
1.229167,99.99384,254
1.220833,99.99353,254
1.2125,99.99323,254
1.204167,99.99291,254
1.195833,99.99261,254
1.1875,99.99231,254
0.9291667,99.98398,51
2.054167,100.0435,53
2.045833,100.0429,51
1.979167,100.0388,254
1.970833,100.0383,254
1.9625,100.0378,254
1.954167,100.0373,254
1.870833,100.0325,254
1.8625,100.032,254
1.3375,100.0064,254
1.329167,100.0061,254
1.320833,100.0057,254
1.3125,100.0054,254
1.304167,100.0051,254
1.295833,100.0047,254
1.2875,100.0044,254
1.279167,100.0041,254
1.270833,100.0038,254
1.2625,100.0034,254
1.254167,100.0031,254
1.245833,100.0028,254
1.2375,100.0025,254
1.229167,100.0022,254
1.220833,100.0019,254
1.2125,100.0016,52
1.204167,100.0013,54
1.195833,100.0009,254
1.1875,100.0006,254
1.179167,100.0003,52
0.9291667,99.99232,51
2.295833,100.0678,54
2.0625,100.0523,254
2.045833,100.0513,254
2.020833,100.0497,50
1.970833,100.0467,254
1.9625,100.0462,254
1.954167,100.0457,254
1.320833,100.0141,254
1.3125,100.0137,254
1.304167,100.0134,254
1.295833,100.0131,254
1.2875,100.0127,254
1.279167,100.0124,254
1.270833,100.0121,254
1.2625,100.0118,254
1.254167,100.0115,254
1.245833,100.0111,254
1.2375,100.0108,254
1.229167,100.0105,254
1.220833,100.0102,254
1.2125,100.0099,54
1.195833,100.0093,52
1.1875,100.009,51
1.179167,100.0087,58
2.2875,100.0756,56
2.070833,100.0612,254
2.0625,100.0607,254
2.054167,100.0601,254
2.045833,100.0596,254
2.0375,100.0591,58
2.029167,100.0586,254
2.020833,100.0581,254
1.979167,100.0555,254
1.970833,100.055,254
1.9625,100.0545,254
1.954167,100.054,254
1.3125,100.0221,254
1.304167,100.0217,254
1.295833,100.0214,254
1.2875,100.0211,254
1.279167,100.0208,254
1.270833,100.0204,254
1.2625,100.0201,254
1.254167,100.0198,254
1.245833,100.0195,254
1.2375,100.0192,254
1.229167,100.0188,254
1.220833,100.0185,254
1.195833,100.0176,56
1.1875,100.0173,58
1.179167,100.017,254
-1.029167,98.87845,254
-1.3875,98.89983,254
-1.095833,98.91393,254
-1.279167,98.94549,254
-1.145833,98.96562,254
-1.3375,99.03948,254
-1.679167,99.18009,254
-2.1625,99.60844,254
-0.1208333,99.78772,50
-0.1291667,99.78775,50
-0.1291667,99.79609,50
-0.2458333,99.83842,52
-0.2541667,99.83849,50
-0.2291667,99.84663,50
-0.2458333,99.84676,52
-0.2541667,99.84682,50
-0.1041667,99.85433,50
-0.1125,99.85436,50
-0.2375,99.85503,254
-0.2458333,99.85509,254
-0.2541667,99.85515,57
-0.0125,99.8625,50
-0.1125,99.86269,50
-0.2041667,99.86314,50
-0.2291667,99.8633,91
-0.2375,99.86336,254
-0.2458333,99.86342,254
-0.2625,99.86355,59
-0.0041667,99.87083,50
-0.0125,99.87083,50
-0.1125,99.87103,50
-0.1958333,99.87141,50
-0.2125,99.87152,50
-0.2208333,99.87157,51
-0.2291667,99.87164,60
-0.2375,99.87169,65
-0.2458333,99.87175,254
-0.2041667,99.8798,50
-0.2125,99.87985,51
-0.2208333,99.87991,50
-0.2291667,99.87997,57
-0.2375,99.88003,50
-0.2041667,99.88814,52
-0.2125,99.88818,55
-0.2208333,99.88824,57
-0.2291667,99.8883,53
-0.2041667,99.89647,50
-0.3208333,99.90573,52
-0.3125,99.91399,56
-0.3208333,99.91407,50
-0.3291667,99.91415,52
-0.3125,99.92232,56
-0.3208333,99.9224,50
-0.3291667,99.92249,254
-0.3125,99.93066,53
-0.3208333,99.93073,53
-0.3125,99.93899,58
-0.3291667,99.93915,55
2.070833,100.0695,254
2.0625,100.069,254
2.0375,100.0674,254
2.029167,100.0669,254
2.020833,100.0664,254
2.0125,100.0659,254
1.9875,100.0644,254
1.979167,100.0639,254
1.970833,100.0634,254
1.9625,100.0629,254
1.954167,100.0624,254
1.554167,100.041,60
1.545833,100.0406,63
1.3125,100.0304,254
1.304167,100.0301,254
1.295833,100.0297,254
1.2875,100.0294,254
1.279167,100.0291,254
1.270833,100.0288,254
1.2625,100.0285,254
1.254167,100.0281,254
1.245833,100.0278,254
1.2375,100.0275,254
1.229167,100.0272,254
1.2125,100.0266,66
1.204167,100.0263,58
1.195833,100.026,58
1.1875,100.0257,254
1.179167,100.0254,254
0.9208333,100.0171,51
0.9125,100.0169,50
2.029167,100.0753,254
2.020833,100.0747,254
2.0125,100.0742,254
2.004167,100.0737,254
1.995833,100.0732,254
1.9875,100.0727,254
1.979167,100.0722,254
1.970833,100.0717,254
1.9625,100.0712,254
1.954167,100.0707,254
1.545833,100.0489,56
1.5375,100.0485,56
1.304167,100.0384,254
1.295833,100.0381,254
1.2875,100.0378,254
1.279167,100.0374,254
1.270833,100.0371,254
1.2625,100.0368,254
1.254167,100.0365,254
1.245833,100.0361,254
1.2375,100.0358,254
1.229167,100.0355,51
1.204167,100.0346,62
1.195833,100.0343,54
1.1875,100.034,254
0.9208333,100.0254,56
0.9125,100.0252,54
0.6125,100.0182,51
2.029167,100.0836,254
2.020833,100.0831,254
2.0125,100.0826,254
2.004167,100.0821,254
1.995833,100.0815,254
1.9875,100.081,254
1.979167,100.0805,254
1.970833,100.08,254
1.9625,100.0795,254
1.954167,100.079,254
1.945833,100.0785,254
1.329167,100.0478,254
1.320833,100.0474,254
1.3125,100.0471,254
1.304167,100.0468,254
1.295833,100.0464,254
1.2875,100.0461,254
1.279167,100.0458,254
1.270833,100.0454,254
1.2625,100.0451,254
1.254167,100.0448,254
1.245833,100.0445,254
1.2375,100.0442,254
1.229167,100.0439,254
1.220833,100.0435,254
1.2125,100.0432,254
1.204167,100.0429,51
1.195833,100.0426,54
1.1875,100.0423,55
0.9125,100.0335,254
2.2625,100.1072,52
2.254167,100.1066,254
2.020833,100.0914,254
2.0125,100.0909,254
2.004167,100.0904,254
1.995833,100.0899,254
1.9875,100.0894,254
1.979167,100.0889,254
1.970833,100.0884,254
1.9625,100.0879,254
1.954167,100.0874,254
1.945833,100.0869,254
1.429167,100.0603,254
1.3375,100.0564,254
1.329167,100.0561,254
1.320833,100.0558,254
1.3125,100.0554,254
1.304167,100.0551,254
1.295833,100.0548,254
1.2875,100.0544,254
1.279167,100.0541,254
1.270833,100.0538,254
1.2625,100.0535,254
1.254167,100.0531,254
1.245833,100.0528,254
1.2375,100.0525,254
1.229167,100.0522,254
1.220833,100.0519,254
1.2125,100.0516,254
1.204167,100.0513,254
1.195833,100.051,64
1.1875,100.0507,254
1.070833,100.0466,254
0.9125,100.0419,52
2.254167,100.115,50
2.0625,100.1023,54
2.054167,100.1018,52
2.045833,100.1013,54
2.020833,100.0998,254
2.0125,100.0992,254
2.004167,100.0987,254
1.995833,100.0982,254
1.9875,100.0977,254
1.979167,100.0972,50
1.970833,100.0967,254
1.9625,100.0962,57
1.954167,100.0957,254
1.9125,100.0933,254
1.329167,100.0644,254
1.320833,100.0641,254
1.3125,100.0638,254
1.304167,100.0634,254
1.295833,100.0631,254
1.2875,100.0628,254
1.279167,100.0624,254
1.270833,100.0621,254
1.2625,100.0618,254
1.254167,100.0615,254
1.245833,100.0611,254
1.2375,100.0608,254
1.229167,100.0605,254
1.220833,100.0602,254
0.9041666,100.05,50
0.8958333,100.0497,52
2.054167,100.1102,51
2.045833,100.1096,51
2.0125,100.1076,254
1.995833,100.1066,254
1.9875,100.1061,254
1.979167,100.1056,254
1.970833,100.105,254
1.945833,100.1036,254
1.320833,100.0724,254
1.3125,100.0721,254
1.304167,100.0718,254
1.295833,100.0714,254
1.2875,100.0711,254
1.279167,100.0708,50
1.270833,100.0704,51
1.2625,100.0701,50
1.254167,100.0698,53
1.245833,100.0695,54
1.2375,100.0692,50
1.229167,100.0689,50
1.220833,100.0686,254
1.079167,100.0636,254
1.070833,100.0633,254
0.9041666,100.0583,56
0.8958333,100.0581,54
2.654167,100.1616,254
2.645833,100.1609,50
2.054167,100.1185,56
2.004167,100.1154,254
1.995833,100.1149,254
1.9875,100.1144,254
1.979167,100.1139,56
1.970833,100.1134,254
1.754167,100.1011,52
1.420833,100.0849,254
1.4125,100.0846,254
1.3625,100.0825,254
1.320833,100.0808,254
1.3125,100.0804,254
1.304167,100.0801,254
1.295833,100.0798,254
1.2875,100.0794,65
1.279167,100.0791,56
1.270833,100.0788,52
1.2625,100.0785,51
1.254167,100.0781,53
1.245833,100.0778,53
1.2375,100.0775,54
1.229167,100.0772,56
1.220833,100.0769,55
0.8958333,100.0664,254
2.654167,100.17,254
2.645833,100.1693,50
2.6375,100.1686,51
2.629167,100.1679,53
2.004167,100.1237,254
1.995833,100.1232,254
1.9875,100.1227,254
1.979167,100.1222,254
1.9625,100.1212,254
1.754167,100.1094,52
1.745833,100.109,54
1.7375,100.1085,67
1.4375,100.094,84
1.420833,100.0933,254
1.4125,100.0929,254
1.370833,100.0911,100
1.3625,100.0908,254
1.329167,100.0894,254
1.320833,100.0891,254
1.3125,100.0888,254
1.304167,100.0884,254
1.295833,100.0881,254
1.2875,100.0878,53
1.279167,100.0874,54
1.270833,100.0871,53
1.2625,100.0868,50
1.254167,100.0865,55
1.245833,100.0862,61
1.2375,100.0858,53
1.229167,100.0855,52
1.220833,100.0852,57
0.8958333,100.0747,254
0.8875,100.0745,52
0.5708333,100.0675,50
0.5625,100.0673,254
2.654167,100.1783,254
2.645833,100.1776,52
2.6375,100.177,54
2.629167,100.1763,52
2.620833,100.1756,254
2.3375,100.1542,53
2.0125,100.1326,50
1.995833,100.1316,254
1.9875,100.1311,254
1.429167,100.102,254
1.420833,100.1016,254
1.3625,100.0991,254
1.354167,100.0988,254
1.3375,100.0981,254
1.329167,100.0978,254
1.320833,100.0974,254
1.3125,100.0971,254
1.304167,100.0968,254
1.295833,100.0964,254
1.2875,100.0961,51
1.279167,100.0958,60
1.270833,100.0955,54
1.2625,100.0951,54
1.254167,100.0948,52
1.245833,100.0945,59
1.2375,100.0942,55
1.229167,100.0939,51
1.220833,100.0936,50
1.0875,100.0889,53
1.070833,100.0883,254
0.9041666,100.0833,254
0.8958333,100.0831,50
0.5708333,100.0758,52
0.5625,100.0757,254
0.5541667,100.0755,50
0.5458333,100.0754,50
2.654167,100.1866,51
2.645833,100.186,50
2.6375,100.1853,50
2.629167,100.1846,51
2.620833,100.184,53
2.5625,100.1793,254
2.454167,100.171,50
2.345833,100.1631,53
2.3375,100.1625,61
1.3625,100.1075,254
1.354167,100.1071,254
1.345833,100.1068,254
1.3375,100.1064,254
1.329167,100.1061,254
1.320833,100.1058,51
1.3125,100.1054,53
1.304167,100.1051,50
1.295833,100.1048,53
1.2875,100.1044,51
1.279167,100.1041,52
1.270833,100.1038,58
1.2625,100.1035,52
1.254167,100.1031,57
1.245833,100.1028,57
1.2375,100.1025,64
1.229167,100.1022,55
1.220833,100.1019,52
1.2125,100.1016,254
1.079167,100.0969,55
1.020833,100.0951,254
0.7541667,100.0878,50
0.7458333,100.0876,51
0.6791667,100.0862,50
0.6708333,100.086,50
0.5625,100.084,254
0.5541667,100.0838,50
0.5458333,100.0837,54
2.6625,100.1957,55
2.645833,100.1943,50
2.6375,100.1936,58
2.629167,100.193,54
2.620833,100.1923,52
2.6125,100.1916,61
2.604167,100.191,254
2.5625,100.1877,254
2.5375,100.1857,254
2.370833,100.1732,53
2.3625,100.1726,54
2.354167,100.172,50
2.345833,100.1714,54
2.204167,100.1616,254
1.779167,100.1358,50
1.770833,100.1353,54
1.445833,100.1194,66
1.420833,100.1183,254
1.3625,100.1158,254
1.354167,100.1155,254
1.345833,100.1151,254
1.3375,100.1148,254
1.329167,100.1144,59
1.320833,100.1141,60
1.3125,100.1138,50
1.304167,100.1134,58
1.295833,100.1131,50
1.2875,100.1128,60
1.279167,100.1124,50
1.270833,100.1121,51
1.2625,100.1118,54
1.254167,100.1115,254
1.245833,100.1112,65
1.2375,100.1108,52
1.229167,100.1105,254
1.220833,100.1102,254
1.2125,100.1099,254
0.7541667,100.0962,57
0.7458333,100.096,254
0.7375,100.0958,50
0.6791667,100.0945,74
0.6708333,100.0944,254
0.5541667,100.0922,50
0.5458333,100.092,51
0.3958333,100.0899,254
2.654167,100.2033,52
2.629167,100.2013,55
2.620833,100.2006,51
2.6125,100.2,56
2.604167,100.1993,254
2.595833,100.1987,59
2.579167,100.1973,50
2.570833,100.1967,54
2.5625,100.196,55
2.545833,100.1947,55
2.379167,100.1822,61
2.370833,100.1816,254
2.3625,100.181,254
2.354167,100.1804,50
1.7875,100.1446,56
1.779167,100.1441,50
1.770833,100.1437,51
1.7625,100.1432,53
1.754167,100.1428,52
1.4625,100.1284,254
1.445833,100.1277,254
1.370833,100.1245,254
1.3625,100.1241,254
1.354167,100.1238,254
1.345833,100.1235,254
1.3375,100.1231,254
1.329167,100.1228,254
1.320833,100.1224,60
1.3125,100.1221,52
1.304167,100.1218,54
1.295833,100.1214,57
1.2875,100.1211,51
1.279167,100.1208,52
1.270833,100.1205,50
1.2625,100.1201,254
1.254167,100.1198,254
1.245833,100.1195,254
1.2375,100.1192,254
1.229167,100.1189,254
1.220833,100.1186,254
1.2125,100.1182,254
1.204167,100.1179,254
1.045833,100.1125,254
1.0375,100.1122,254
0.7458333,100.1043,254
0.7375,100.1041,51
0.7208334,100.1038,50
0.7125,100.1036,254
0.6958333,100.1032,254
0.6791667,100.1029,54
0.6625,100.1025,50
0.3958333,100.0982,55
0.0041667,100.0958,254
2.620833,100.209,50
2.6125,100.2083,50
2.604167,100.2077,254
2.595833,100.207,254
2.3625,100.1893,254
2.354167,100.1887,55
2.345833,100.1881,50
1.7875,100.1529,67
1.779167,100.1525,59
1.770833,100.152,60
1.7625,100.1516,62
1.754167,100.1511,54
1.745833,100.1507,50
1.6125,100.1438,254
1.4625,100.1368,254
1.454167,100.1364,254
1.445833,100.136,254
1.4375,100.1357,254
1.370833,100.1328,254
1.345833,100.1318,254
1.3375,100.1314,254
1.329167,100.1311,254
1.320833,100.1308,50
1.3125,100.1304,53
1.304167,100.1301,50
1.295833,100.1298,60
1.2875,100.1294,53
1.279167,100.1291,50
1.270833,100.1288,53
1.2625,100.1285,254
1.254167,100.1282,254
1.245833,100.1278,254
1.2375,100.1275,254
1.229167,100.1272,254
1.220833,100.1269,254
1.2125,100.1266,254
1.204167,100.1263,254
1.195833,100.126,254
0.9041666,100.1166,254
2.604167,100.216,50
2.579167,100.214,53
2.5625,100.2127,53
2.5125,100.2088,51
2.3625,100.1977,50
2.345833,100.1965,59
1.7875,100.1612,60
1.779167,100.1608,51
1.770833,100.1603,54
1.7625,100.1599,51
1.754167,100.1594,50
1.745833,100.159,52
1.454167,100.1448,254
1.445833,100.1444,254
1.4375,100.144,254
1.3625,100.1408,254
1.345833,100.1401,89
1.3375,100.1398,254
1.329167,100.1394,254
1.320833,100.1391,254
1.3125,100.1388,56
1.304167,100.1384,55
1.295833,100.1381,53
1.2875,100.1378,58
1.279167,100.1375,54
1.270833,100.1371,53
1.2625,100.1368,254
1.254167,100.1365,254
1.245833,100.1362,254
1.2375,100.1359,254
1.229167,100.1355,254
1.220833,100.1352,254
1.2125,100.1349,254
1.204167,100.1346,254
1.195833,100.1343,254
1.1875,100.134,254
2.604167,100.2243,50
2.595833,100.2237,50
2.5875,100.223,52
2.570833,100.2217,51
2.5625,100.221,50
2.554167,100.2204,58
2.545833,100.2197,254
2.5375,100.2191,54
2.520833,100.2178,55
2.5125,100.2172,58
2.504167,100.2165,50
2.354167,100.2054,56
2.345833,100.2048,51
1.779167,100.1691,58
1.770833,100.1687,52
1.7625,100.1682,53
1.754167,100.1678,51
1.745833,100.1673,53
1.4625,100.1535,254
1.454167,100.1531,254
1.445833,100.1527,254
1.4375,100.1524,254
1.3375,100.1481,254
1.320833,100.1474,254
1.3125,100.1471,50
1.304167,100.1468,61
1.295833,100.1464,61
1.2875,100.1461,63
1.279167,100.1458,254
1.270833,100.1455,254
1.2625,100.1451,254
1.254167,100.1448,254
1.245833,100.1445,254
1.2375,100.1442,254
1.229167,100.1439,254
1.220833,100.1436,254
1.2125,100.1433,254
1.204167,100.143,254
1.195833,100.1426,254
1.1875,100.1423,254
1.179167,100.142,254
0.8875,100.1328,50
0.8791667,100.1326,54
0.8708333,100.1324,50
2.604167,100.2327,52
2.595833,100.232,51
2.5875,100.2314,57
2.579167,100.2307,53
2.570833,100.23,53
2.5625,100.2294,63
2.554167,100.2287,51
2.545833,100.2281,60
2.5375,100.2274,50
2.520833,100.2262,54
2.5125,100.2255,57
2.504167,100.2249,65
2.495833,100.2242,51
1.779167,100.1775,51
1.770833,100.177,51
1.7625,100.1766,53
1.754167,100.1761,52
1.745833,100.1757,50
1.6625,100.1713,254
1.454167,100.1614,254
1.445833,100.1611,254
1.379167,100.1582,254
1.370833,100.1578,98
1.3625,100.1575,254
1.320833,100.1558,58
1.3125,100.1554,60
1.304167,100.1551,54
1.295833,100.1548,51
1.2875,100.1544,254
1.279167,100.1541,254
1.270833,100.1538,254
1.2625,100.1535,254
1.254167,100.1532,254
1.245833,100.1528,254
1.2375,100.1525,254
1.229167,100.1522,254
1.220833,100.1519,254
1.2125,100.1516,254
1.204167,100.1513,254
1.195833,100.151,254
1.1875,100.1507,254
1.179167,100.1504,254
0.9791667,100.1438,254
0.8875,100.1412,52
0.8791667,100.141,53
0.8708333,100.1407,50
2.604167,100.241,51
2.595833,100.2404,50
2.5875,100.2397,50
2.579167,100.239,50
2.5625,100.2377,62
2.554167,100.2371,64
2.545833,100.2364,53
2.5375,100.2358,50
1.770833,100.1853,50
1.7625,100.1849,52
1.754167,100.1844,52
1.745833,100.184,51
1.6625,100.1797,254
1.579167,100.1755,52
1.5625,100.1747,254
1.4625,100.1701,254
1.454167,100.1698,254
1.3875,100.1669,254
1.320833,100.1641,254
1.3125,100.1638,254
1.304167,100.1634,254
1.295833,100.1631,54
1.2875,100.1628,254
1.279167,100.1625,254
1.270833,100.1621,254
1.2625,100.1618,254
1.254167,100.1615,254
1.245833,100.1612,254
1.2375,100.1609,254
1.229167,100.1605,254
1.220833,100.1602,254
1.2125,100.1599,254
1.204167,100.1596,254
1.195833,100.1593,254
1.1875,100.159,254
1.179167,100.1587,254
1.170833,100.1584,254
0.9875,100.1524,254
0.9791667,100.1521,254
0.9708334,100.1519,51
0.9625,100.1516,254
0.8875,100.1495,51
0.8791667,100.1493,53
0.8708333,100.1491,52
2.579167,100.2474,254
2.570833,100.2467,52
2.5625,100.2461,54
2.545833,100.2448,55
2.5375,100.2441,52
1.7625,100.1932,52
1.754167,100.1928,52
1.745833,100.1923,52
1.729167,100.1915,254
1.579167,100.1839,53
1.570833,100.1835,56
1.5625,100.1831,51
1.554167,100.1827,254
1.529167,100.1815,254
1.520833,100.1811,254
1.370833,100.1745,254
1.3125,100.1721,254
1.304167,100.1718,254
1.295833,100.1714,254
1.2875,100.1711,254
1.279167,100.1708,254
1.270833,100.1705,254
1.2625,100.1702,254
1.254167,100.1698,254
1.245833,100.1695,254
1.2375,100.1692,254
1.229167,100.1689,254
1.220833,100.1686,254
1.2125,100.1683,254
1.204167,100.168,254
1.195833,100.1676,254
1.1875,100.1673,254
1.179167,100.167,254
1.170833,100.1667,254
1.1625,100.1665,254
1.020833,100.1617,50
1.0125,100.1615,254
0.9875,100.1607,254
0.9791667,100.1605,254
0.9708334,100.1602,254
0.9625,100.16,64
0.8791667,100.1576,254
0.8708333,100.1574,51
0.8625,100.1572,52
2.570833,100.2551,50
2.5625,100.2544,51
2.545833,100.2531,59
2.5375,100.2525,53
2.529167,100.2518,50
2.5125,100.2505,57
2.4375,100.2449,57
2.429167,100.2442,50
1.7625,100.2016,50
1.754167,100.2011,50
1.745833,100.2007,52
1.554167,100.191,254
1.529167,100.1898,254
1.504167,100.1887,254
1.495833,100.1883,254
1.479167,100.1876,254
1.470833,100.1872,254
1.304167,100.1801,254
1.295833,100.1798,56
1.2875,100.1795,254
1.279167,100.1791,254
1.270833,100.1788,254
1.2625,100.1785,254
1.254167,100.1782,254
1.245833,100.1778,254
1.2375,100.1775,254
1.229167,100.1772,254
1.220833,100.1769,254
1.2125,100.1766,254
1.204167,100.1763,254
1.195833,100.176,254
1.1875,100.1757,254
1.179167,100.1754,254
1.170833,100.1751,254
1.1625,100.1748,254
1.020833,100.1701,254
1.0125,100.1698,254
1.004167,100.1695,59
0.9958333,100.1693,254
0.9875,100.169,254
0.9791667,100.1688,254
0.8791667,100.166,254
0.8708333,100.1657,254
0.8625,100.1655,53
0.5125,100.1582,254
0.4791667,100.1577,254
2.5625,100.2628,61
2.545833,100.2615,57
2.5375,100.2608,51
2.520833,100.2595,61
2.5125,100.2589,254
2.4375,100.2532,58
2.4125,100.2514,254
2.3875,100.2495,254
1.795833,100.2117,254
1.7625,100.2099,51
1.754167,100.2095,50
1.745833,100.209,54
1.579167,100.2006,54
1.570833,100.2002,55
1.5625,100.1998,254
1.554167,100.1994,57
1.5375,100.1986,254
1.529167,100.1982,254
1.520833,100.1978,254
1.4875,100.1963,254
1.479167,100.1959,254
1.470833,100.1955,254
1.4625,100.1951,254
1.4375,100.194,254
1.295833,100.1881,254
1.2875,100.1878,254
1.279167,100.1875,254
1.270833,100.1871,254
1.2625,100.1868,254
1.254167,100.1865,254
1.245833,100.1862,254
1.2375,100.1859,254
